"Test suite name","Resources Bar"
"Created on","2015-05-19 12:43:50 UTC"
"Updated on","2015-05-28 07:17:09 UTC"


"Id","Test case number","Title","Description","Test steps","Expected result","Created at","Updated at"
"762124","TC95","Ore - Use Ore item (3,000)","Can the user use the Ore item they have purchased?","1. From the main city view, take note of the Ore figure on the resources bar. 
2. Click on the Resources bar 
3. Click on the Get More button 
4. Select to buy 3,000 Stone for 280 diamonds. 
5. Click the ""Use"" button under the 3,000 Ore Item","The availability should decrease to zero. The Ore figure on the resource bar should increase by 3,000.","2015-05-28 06:53:47 UTC","2015-05-28 06:53:47 UTC"
"762126","TC96","Gold - Info","Does the Gold info on the resources bar in city view match what is in the Gold info page?","1. From the main city view, take note of the Gold figure on the resources bar. 
2. Click on the Resources bar","The number on the resources bar should the same figure that appears in the City resources page for Gold, rounded to the nearest 1,000.","2015-05-28 06:56:09 UTC","2015-05-28 06:56:09 UTC"
"762127","TC97","Gold - Get More (1,000)","Can the user purchase the Gold item they have purchased?","1. From the main city view, take note of the Gold figure on the resources bar. 
2. Click on the Resources bar 
3. Click on the Get More button 
4. Select to buy 1,000 Gold for 150 diamonds.","This Gold item will become available for use and the user's total number of diamonds should decrease by 150.","2015-05-28 06:57:16 UTC","2015-05-28 06:57:16 UTC"
"762128","TC98","Gold - Use Gold Item (1,000)","Can the user use the Gold item they have purchased?","1. From the main city view, take note of the Gold figure on the resources bar. 
2. Click on the Resources bar 
3. Click on the Get More button 
4. Select to buy 1,000 Gold for 150 diamonds. 
5. Click the ""Use"" button under the 1,000 Gold Item","The availability should decrease to zero. The Gold figure on the resource bar should increase by 1,000","2015-05-28 06:58:37 UTC","2015-05-28 06:58:37 UTC"
"762148","TC99","Gold - Get More (3,000)","Can the user purchase the Gold item they have purchased?","1. From the main city view, take note of the Gold figure on the resources bar. 
2. Click on the Resources bar 
3. Click on the Get More button 
4. Select to buy 3,000 Gold for 400 diamonds.","This Gold item will become available for use and the user's total number of diamonds should decrease by 400.","2015-05-28 07:02:45 UTC","2015-05-28 07:02:45 UTC"
"762149","TC100","Gold - Use Gold item (3,000)","Can the user use the Gold item they have purchased?","1. From the main city view, take note of the Gold figure on the resources bar. 
2. Click on the Resources bar 
3. Click on the Get More button 
4. Select to buy 3,000 Gold for 280 diamonds. 
5. Click the ""Use"" button under the 3,000 Gold Item","The availability should decrease to zero. The Ore figure on the resource bar should increase by 3,000.","2015-05-28 07:04:00 UTC","2015-05-28 07:04:00 UTC"
"762168","TC101","Troops - Count","Does the number of troops add up correctly?","1. From the main city view, click on the Resources bar 
2. Scroll down to the Available Troops section.
3. Add up the number of each type of troop.","The number of troops should match what is shown next to the header text ""Available Troops"".","2015-05-28 07:07:01 UTC","2015-05-28 07:11:45 UTC"
"762169","TC102","Troops - Injured","Can the user see a breakdown of Troops that are injured?","1. From the main city view click on the Resources bar 
2. Scroll down to the Troop Breakdown. 
3. Click ""View"" next to ""Injured Troops""","The user should see a breakdown of how many Troops are injured by Troop type.","2015-05-28 07:12:34 UTC","2015-05-28 07:12:34 UTC"
"762170","TC103","Troops - Reinforcements","Can the user see a breakdown of Troops that have been sent in for reinforcements?
(I am yet to see this in gameplay)","1. From the main city view click on the Resources bar 
2. Scroll down to the Troop Breakdown. 
3. Click ""View"" next to ""Reinforcing Troops","The user should see a breakdown of how many Troops have been sent for reinforcements by troop type.","2015-05-28 07:14:15 UTC","2015-05-28 07:14:15 UTC"
"762171","TC104","Rename City","Can the user rename the city from the Resources page?","1. From the main city view click on the Resources bar 
2. Scroll down to the bottom of this page
3. Click ""Rename City""","The user should be taken to the Items screen (tested in Hero suite).","2015-05-28 07:16:14 UTC","2015-05-28 07:16:14 UTC"
"762172","TC105","Show on Map","Can the user see where their city is on the map from the resources page?","1. From the main city view click on the Resources bar 
2. Scroll down to the bottom of this page 
3. Click ""View on Map""","The user should be taken to Map View with the city they were in, centred.","2015-05-28 07:17:09 UTC","2015-05-28 07:17:09 UTC"
